"faa","name","state","lat","lon","alt","tz","tzone"
"CLE","Cleveland Hopkins Intl","Ohio",41.411689,-81.849794,791,-5,"America/New_York"
"CLL","Easterwood Fld","Texas",30.588583,-96.363833,321,-6,"America/Chicago"
"CLM","William R Fairchild International Airport","Washington",48.1202,-123.5,291,-8,"America/Los_Angeles"
"CLS","Chehalis-Centralia","Washington",46.4062,-122.5897,177,-8,"America/Los_Angeles"
"CLT","Charlotte Douglas Intl","North Carolina",35.214,-80.943139,748,-5,"America/New_York"
"CLW","Clearwater Air Park","Florida",27.9764722,-82.7586667,70,-5,"America/New_York"
"CMH","Port Columbus Intl","Ohio",39.997972,-82.891889,815,-5,"America/New_York"
"CMI","Champaign","Illinois",40.03925,-88.278056,754,-6,"America/Chicago"
"CMX","Houghton County Memorial Airport","Michigan",47.1684,-88.4891,1095,-5,"America/New_York"
"CNM","Cavern City Air Terminal","New Mexico",32.337472,-104.263278,3295,-7,"America/Denver"
"CNW","Tstc Waco","Texas",31.637831,-97.074139,470,-6,"America/Chicago"
"CNY","Canyonlands Field","Utah",38.755,-109.754722,4555,-7,"America/Denver"
"COD","Yellowstone Rgnl","Wyoming",44.520194,-109.023806,5102,-7,"America/Denver"
"COE","Pappy Boyington","Idaho",47.7743056,-116.8195833,2320,-8,"America/Los_Angeles"
"COF","Patrick Afb","Florida",28.234922,-80.610125,8,-5,"America/New_York"
"COI","Merritt Island Airport","Florida",28.3416111,-80.6854722,6,-5,"America/New_York"
"CON","Concord Municipal","New Hampshire",43.20267,-71.50233,342,-5,"America/New_York"
"COS","City Of Colorado Springs Muni","Colorado",38.805805,-104.700778,6187,-7,"America/Denver"
"COT","Cotulla Lasalle Co","Texas",28.456694,-99.220294,474,-6,"America/Chicago"
"COU","Columbia Rgnl","Missouri",38.818094,-92.219631,889,-6,"America/Chicago"
"CPR","Natrona Co Intl","Wyoming",42.908,-106.464417,5347,-7,"America/Denver"
"CPS","St. Louis Downtown Airport","Illinois",38.5707244,-90.1562211,413,-6,"America/Chicago"
"CRE","Grand Strand Airport","South Carolina",33.81175,-78.7239444,31,-5,"America/New_York"
"CRP","Corpus Christi Intl","Texas",27.770361,-97.501222,44,-6,"America/Chicago"
"CRW","Yeager","West Virginia",38.373147,-81.593189,981,-5,"America/New_York"
"CSG","Columbus Metropolitan Airport","Georgia",32.5163333,-84.9388611,397,-5,"America/New_York"
"CTB","Cut Bank Muni","Montana",48.608353,-112.376144,3854,-7,"America/Denver"
"CTH","Chester County G O Carlson Airport","Pennsylvania",39.9789,-75.8654,660,-5,"America/New_York"
"CTJ","West Georgia Regional Airport - O V Gray Field","Georgia",33.6316964,-85.1522641,1165,-5,"America/New_York"
"CTY","Cross City","Florida",29.6355278,-83.10475,42,-5,"America/New_York"
"CVG","Cincinnati Northern Kentucky Intl","Kentucky",39.048836,-84.667822,896,-5,"America/New_York"
"CVN","Clovis Muni","New Mexico",34.425139,-103.079278,4216,-7,"America/Denver"
"CVO","Corvallis Muni","Oregon",44.5067,-123.2915,250,-8,"America/Los_Angeles"
"CVS","Cannon Afb","New Mexico",34.382775,-103.322147,4295,-7,"America/Denver"
"CVX","Charlevoix Municipal Airport","Michigan",45.3047778,-85.2753333,669,-5,"America/New_York"
"CWA","Central Wisconsin","Wisconsin",44.772726,-89.646635,840,-6,"America/Chicago"
"CWI","Clinton Municipal","Iowa",41.83075,-90.3289722,708,-6,"America/Chicago"
"CWT","Chatsworth Station","California",34.256944,-118.598889,978,-8,"America/Los_Angeles"
"CXF","Coldfoot Airport","Alaska",67.251389,-150.176111,1014,-9,"America/Anchorage"
"CXL","Calexico Intl","California",32.669502,-115.51333,4,-8,"America/Los_Angeles"
"CXO","Lone Star Executive","Texas",30.351833,-95.414467,245,-6,"America/Chicago"
"CXY","Capital City Airport","Pennsylvania",40.2171389,-76.8513611,347,-5,"America/New_York"
"CYF","Chefornak Airport","Alaska",60.149167,-164.285556,40,-9,"America/Anchorage"
"CYM","Chatham Seaplane Base","Alaska",57.515,-134.946111,0,-9,"America/Anchorage"
"CYS","Cheyenne Rgnl Jerry Olson Fld","Wyoming",41.155722,-104.811839,6156,-7,"America/Denver"
"CYT","Yakataga Airport","Alaska",60.081901,-142.493611,12,-9,"America/Anchorage"
"CZF","Cape Romanzof Lrrs","Alaska",61.780297,-166.038747,457,-9,"America/Anchorage"
"CZG","Tri-Cities","New York",42.0471,-76.0578,833,-5,"America/New_York"
"CZN","Chisana Airport","Alaska",62.071111,-142.048333,1011,-9,"America/Anchorage"
"DAB","Daytona Beach Intl","Florida",29.179917,-81.058056,34,-5,"America/New_York"
"DAL","Dallas Love Fld","Texas",32.847111,-96.851778,487,-6,"America/Chicago"
"DAW","Skyhaven Airport","New Hampshire",43.2840556,-70.9292778,321,-5,"America/New_York"
"DAY","James M Cox Dayton Intl","Ohio",39.902375,-84.219375,1009,-5,"America/New_York"
"DBN","W H Barron Field","Georgia",32.3388,-82.591,311,-5,"America/New_York"
"DBQ","Dubuque Rgnl","Iowa",42.402,-90.709472,1076,-6,"America/Chicago"
"DCA","Ronald Reagan Washington Natl","Virginia",38.852083,-77.037722,15,-5,"America/New_York"
"DDC","Dodge City Regional Airport","Kansas",37.7634,-99.9656,2594,-6,"America/Chicago"
"DEC","Decatur","Illinois",39.834564,-88.865689,682,-6,"America/Chicago"
"DEN","Denver Intl","Colorado",39.861656,-104.673178,5431,-7,"America/Denver"
"DET","Coleman A Young Muni","Michigan",42.409195,-83.009861,626,-5,"America/New_York"
"DFW","Dallas Fort Worth Intl","Texas",32.896828,-97.037997,607,-6,"America/Chicago"
"DGL","Douglas Municipal Airport","Arizona",31.3426028,-109.5064544,4173,-7,"America/Phoenix"
"DHB","Deer Harbor Seaplane","Washington",48.618397,-123.00596,0,-8,"America/Los_Angeles"
"DHN","Dothan Rgnl","Alabama",31.321339,-85.449628,401,-6,"America/Chicago"
"DHT","Dalhart Muni","Texas",36.022586,-102.547278,3991,-6,"America/Chicago"
"DIK","Dickinson Theodore Roosevelt Regional Airport","North Dakota",46.7975,-102.801944,2592,-7,"America/Denver"
"DKB","De Kalb Taylor Municipal Airport","Illinois",41.9338342,-88.7056864,914,-6,"America/Chicago"
"DKK","Chautauqua County-Dunkirk Airport","New York",42.4933353,-79.2720417,693,-5,"America/New_York"
"DKX","Knoxville Downtown Island Airport","Tennessee",35.9638333,-83.8736667,833,-5,"America/New_York"
"DLF","Laughlin Afb","Texas",29.359486,-100.777975,1082,-6,"America/Chicago"
"DLG","Dillingham","Alaska",59.044667,-158.5055,74,-9,"America/Anchorage"
"DLH","Duluth Intl","Minnesota",46.842091,-92.193649,1428,-6,"America/Chicago"
"DLL","Baraboo Wisconsin Dells Airport","Wisconsin",43.5217843,-89.7709266,979,-6,"America/Chicago"
"DMA","Davis Monthan Afb","Arizona",32.166467,-110.883144,2704,-7,"America/Phoenix"
"DNL","Daniel Field Airport","Georgia",33.4665028,-82.0393808,423,-5,"America/New_York"
"DNN","Dalton Municipal Airport","Georgia",34.7229444,-84.87025,709,-5,"America/New_York"
"DNV","Vermilion Regional","Illinois",40.1996944,-87.5955278,696,-6,"America/Chicago"
"DOV","Dover Afb","Delaware",39.129539,-75.465958,28,-5,"America/New_York"
"DPA","Dupage","Illinois",41.907778,-88.248611,758,-6,"America/Chicago"
"DQH","Douglas Municipal Airport","Georgia",31.4767385,-82.8605664,257,-5,"America/New_York"
"DRG","Deering Airport","Alaska",66.0696,-162.766,21,-9,"America/Anchorage"
"DRI","Beauregard Rgnl","Louisiana",30.831722,-93.339917,202,-6,"America/Chicago"
"DRM","Drummond Island Airport","Michigan",46.0093114,-83.7439342,668,-5,"America/New_York"
"DRO","Durango La Plata Co","Colorado",37.151516,-107.75377,6685,-7,"America/Denver"
"DRT","Del Rio Intl","Texas",29.374208,-100.927158,1002,-6,"America/Chicago"
"DSM","Des Moines Intl","Iowa",41.533972,-93.663083,958,-6,"America/Chicago"
"DTA","Delta Municipal Airport","Utah",39.3806386,-112.5077147,4759,-7,"America/Denver"
"DTS","Destin","Florida",30.4000611,-86.4714772,23,-6,"America/Chicago"
"DTW","Detroit Metro Wayne Co","Michigan",42.212444,-83.353389,645,-5,"America/New_York"
"DUC","Halliburton Field Airport","Oklahoma",34.4713056,-97.9598611,1114,-6,"America/Chicago"
"DUG","Bisbee Douglas Intl","Arizona",31.469028,-109.603667,4154,-7,"America/Phoenix"
"DUJ","DuBois Regional Airport","Pennsylvania",41.1783,-78.8987,1817,-5,"America/New_York"
"DUT","Unalaska","Alaska",53.900139,-166.5435,22,-9,"America/Anchorage"
"DVL","Devils Lake Regional Airport","North Dakota",48.114444,-98.908611,1445,-6,"America/Chicago"
"DVT","Deer Valley Municipal Airport",NA,33.4117,112.457,1478,8,"Asia/Chongqing"
"DWA","Yolo County Airport","California",38.5793889,-121.8569444,100,-8,"America/Los_Angeles"
"DWH","David Wayne Hooks Field","Texas",30.063746,-95.554276,152,-6,"America/Chicago"
"DWS","Orlando","Florida",28.398,-81.57,340,-5,"America/New_York"
"DXR","Danbury Municipal Airport","Connecticut",41.3715353,-73.4821906,458,-5,"America/New_York"
"DYS","Dyess Afb","Texas",32.420756,-99.8546,1789,-6,"America/Chicago"
"E25","Wickenburg Municipal Airport","Arizona",33.96889877,-112.7990036,2377,-7,"America/Phoenix"
"E51","Bagdad Airport","Arizona",34.5958528,-113.170195,4183,-7,"America/Phoenix"
"E55","Ocean Ridge Airport","California",38.8016111,-123.5306389,940,-8,"America/Los_Angeles"
"E63","Gila Bend Municipal Airport","Arizona",32.960169,-112.673636,789,-7,"America/Phoenix"
"E91","Chinle Municipal Airport","Arizona",36.1108806,-109.5754222,5547,-7,"America/Denver"
"EAA","Eagle Airport","Alaska",64.778056,-141.149722,908,-9,"America/Anchorage"
"EAR","Kearney Municipal Airport","Nebraska",40.727,-99.0068,2131,-6,"America/Chicago"
"EAT","Pangborn Field","Washington",47.398,-120.206,1249,-8,"America/Los_Angeles"
"EAU","Chippewa Valley Regional Airport","Wisconsin",44.8658,-91.4843,913,-6,"America/Chicago"
"ECA","Iosco County","Michigan",44.311,-83.422,606,-5,"America/New_York"
"ECG","Elizabeth City Cgas Rgnl","North Carolina",36.260581,-76.174572,12,-5,"America/New_York"
"ECP","Panama City-NW Florida Bea.","Florida",30.3417,-85.7973,69,-6,"America/Chicago"
"EDF","Elmendorf Afb","Alaska",61.250986,-149.806503,212,-9,"America/Anchorage"
"EDW","Edwards Afb","California",34.905417,-117.883739,2302,-8,"America/Los_Angeles"
"EEK","Eek Airport","Alaska",60.213611,-162.043889,15,-9,"America/Anchorage"
"EEN","Dillant Hopkins Airport",NA,72.270833,42.898333,149,-5,"\N"
"EET","Shelby County Airport","Alabama",33.1777778,-86.7832222,586,-6,"America/Chicago"
"EFD","Ellington Fld","Texas",29.607333,-95.15875,32,-6,"America/Chicago"
"EGA","Eagle County Airport","Colorado",39.6427611,-106.9159347,6548,-7,"America/Denver"
"EGE","Eagle Co Rgnl","Colorado",39.642556,-106.917694,6540,-7,"America/Denver"
"EGT","Wellington Municipal","Kansas",37.39411,-97.423225,1277,-6,"America/Chicago"
"EGV","Eagle River","Wisconsin",45.932333,-89.268283,1642,-6,"America/Chicago"
"EGX","Egegik Airport","Alaska",58.185556,-157.375556,92,-9,"America/Anchorage"
"EHM","Cape Newenham Lrrs","Alaska",58.646428,-162.062778,541,-9,"America/Anchorage"
"EIL","Eielson Afb","Alaska",64.665667,-147.1015,548,-9,"America/Anchorage"
"EKI","Elkhart Municipal","Indiana",41.719444,-86.003333,778,-5,"America/New_York"
"EKN","Elkins Randolph Co Jennings Randolph","West Virginia",38.889444,-79.857139,1987,-5,"America/New_York"
"EKO","Elko Regional Airport","Nevada",40.8249,-115.792,5140,-8,"America/Los_Angeles"
"EKY","Bessemer","Alabama",33.1876,-86.5558,700,-6,"America/Chicago"
"ELD","South Arkansas Rgnl At Goodwin Fld","Arkansas",33.220972,-92.813278,277,-6,"America/Chicago"
"ELI","Elim Airport","Alaska",64.615,-162.270556,162,-9,"America/Anchorage"
"ELM","Elmira Corning Rgnl","New York",42.159889,-76.891611,954,-5,"America/New_York"
"ELP","El Paso Intl","Texas",31.80725,-106.377583,3958,-7,"America/Denver"
"ELV","Elfin Cove Seaplane Base","Alaska",58.195278,-136.3475,0,-9,"America/Anchorage"
"ELY","Ely Airport","Nevada",39.299722,-114.841944,6259,-8,"America/Los_Angeles"
"EMK","Emmonak Airport","Alaska",62.786111,-164.490833,13,-9,"America/Anchorage"
"EMP","Emporia Municipal Airport","Kansas",38.3321,-96.1912,1208,-6,"America/Chicago"
"ENA","Kenai Muni","Alaska",60.573111,-151.245,99,-9,"America/Anchorage"
"END","Vance Afb","Oklahoma",36.339167,-97.9165,1307,-6,"America/Chicago"
"ENV","Wendover","Utah",40.718694,-114.030889,4237,-7,"America/Denver"
"ENW","Kenosha Regional Airport","Wisconsin",42.5956944,-87.9278056,742,-6,"America/Chicago"
"EOK","Keokuk Municipal Airport","Iowa",40.4599078,-91.4285011,671,-6,"America/Chicago"
"EPM","Eastport Municipal Airport","Maine",44.9101111,-67.0126944,45,-5,"America/New_York"
"EQY","Monroe Reqional Airport","North Carolina",35.01833,-80.62001,679,-5,"America/New_York"
"ERI","Erie Intl Tom Ridge Fld","Pennsylvania",42.082022,-80.176217,733,-5,"America/New_York"
"ERV","Kerrville Municipal Airport","Texas",29.9766667,-99.0854722,1617,-6,"America/Chicago"
"ERY","Luce County Airport","Michigan",46.311199,-85.457298,869,-5,"America/New_York"
"ESC","Delta County Airport","Michigan",45.722778,-87.093611,609,-5,"America/New_York"
"ESD","Orcas Island Airport","Washington",48.708056,-122.910556,31,-8,"America/Los_Angeles"
"ESF","Esler Rgnl","Louisiana",31.394903,-92.295772,112,-6,"America/Chicago"
"ESN","Easton-Newnam Field Airport","Maryland",38.8041667,-76.069,72,-5,"America/New_York"
"EUF","Weedon Field","Alabama",31.5708,-85.0774,285,-6,"America/Chicago"
"EUG","Mahlon Sweet Fld","Oregon",44.124583,-123.211972,374,-8,"America/Los_Angeles"
"EVV","Evansville Regional","Indiana",38.036997,-87.532364,418,-6,"America/Chicago"
"EVW","Evanston-Uinta CO Burns Fld","Wyoming",41.1649,-111.0208,7143,-7,"America/Denver"
"EWB","New Bedford Regional Airport","Massachusetts",41.6761,-70.9569,80,-5,"America/New_York"
"EWK","Newton City-County Airport","Kansas",38.0570785,-97.2752278,1533,-6,"America/Chicago"
"EWN","Craven Co Rgnl","North Carolina",35.072972,-77.042944,18,-5,"America/New_York"
"EWR","Newark Liberty Intl","New Jersey",40.6925,-74.168667,18,-5,"America/New_York"
"EXI","Excursion Inlet Seaplane Base","Alaska",58.420556,-135.449167,0,-9,"America/Anchorage"
"EYW","Key West Intl",NA,24.556111,-81.759556,3,-5,"America/New_York"
"F57","Seaplane Base","Florida",28.0575,-81.7628056,140,-5,"America/New_York"
"FAF","Felker Aaf","Virginia",37.1325,-76.608841,12,-5,"America/New_York"
"FAI","Fairbanks Intl","Alaska",64.815114,-147.856267,434,-9,"America/Anchorage"
"FAR","Hector International Airport","North Dakota",46.92065,-96.8157639,902,-6,"America/Chicago"
"FAT","Fresno Yosemite Intl","California",36.776194,-119.71814,336,-8,"America/Los_Angeles"
"FAY","Fayetteville Regional Grannis Field","North Carolina",34.9912,-78.8803,189,-5,"America/New_York"
"FBG","Fredericksburg Amtrak Station","Virginia",38.298416,-77.456875,130,-5,"America/New_York"
"FBK","Ladd Aaf","Alaska",64.8375,-147.614444,454,-9,"America/Anchorage"
"FBR","Fort Bridger","Wyoming",41.236,-110.2436,7038,-7,"America/Denver"
"FBS","Friday Harbor Seaplane Base","Washington",48.537222,-123.009722,0,-8,"America/Los_Angeles"
"FCA","Glacier Park Intl","Montana",48.310472,-114.256,2977,-7,"America/Denver"
"FCM","Flying Cloud Airport","Minnesota",44.4938,-93.2726,906,-6,"America/Chicago"
"FCS","Butts Aaf","Colorado",38.678394,-104.756581,5838,-7,"America/Denver"
"FDW","Fairfield County Airport","South Carolina",34.315472,-81.108806,577,-5,"America/New_York"
"FDY","Findlay Airport","Ohio",41.0120278,-83.6686111,819,-5,"America/New_York"
"FFA","First Flight Airport",NA,36.02,-75.67,13,-5,"America/New_York"
"FFC","Atlanta Regional Airport - Falcon Field","Georgia",33.35725,-84.5718333,808,-5,"America/New_York"
"FFO","Wright Patterson Afb","Ohio",39.826111,-84.048332,823,-5,"America/New_York"
"FFT","Capital City Airport","Kentucky",38.1819722,-84.9061389,812,-5,"America/New_York"
"FFZ","Mesa Falcon Field","Arizona",33.4608001708984,-111.727996826172,1394,-7,"America/Phoenix"
"FHU","Sierra Vista Muni Libby Aaf","Arizona",31.588472,-110.344389,4719,-7,"America/Phoenix"
"FIT","Fitchburg Municipal Airport","Massachusetts",42.5541111,-71.7589722,348,-5,"America/New_York"
"FKL","Franklin","Pennsylvania",41.377874,-79.860362,1540,-5,"America/New_York"
"FLD","Fond Du Lac County Airport","Wisconsin",43.7711667,-88.4884167,808,-6,"America/Chicago"
"FLG","Flagstaff Pulliam Airport","Arizona",35.140318,-111.6692392,7015,-7,"America/Phoenix"
"FLL","Fort Lauderdale Hollywood Intl","Florida",26.072583,-80.15275,9,-5,"America/New_York"
"FLO","Florence Rgnl","South Carolina",34.185361,-79.723889,146,-5,"America/New_York"
"FLV","Sherman Aaf","Kansas",39.368332,-94.914686,772,-6,"America/Chicago"
"FME","Tipton","Maryland",39.085386,-76.759414,150,-5,"America/New_York"
"FMH","Otis Angb","Massachusetts",41.658439,-70.521417,131,-5,"America/New_York"
"FMN","Four Corners Rgnl","New Mexico",36.74125,-108.229944,5506,-7,"America/Denver"
"FMY","Page Fld","Florida",26.586611,-81.86325,17,-5,"America/New_York"
"FNL","Fort Collins Loveland Muni","Colorado",40.451828,-105.011336,5016,-7,"America/Denver"
"FNR","Funter Bay Seaplane Base","Alaska",58.254444,-134.897778,0,-9,"America/Anchorage"
"FNT","Bishop International","Michigan",42.965424,-83.743629,782,-5,"America/New_York"
"FOD","Fort Dodge Rgnl","Iowa",42.5512,-94.191842,1157,-6,"America/Chicago"
"FOE","Forbes Fld","Kansas",38.950944,-95.663611,1078,-6,"America/Chicago"
"FOK","Francis S Gabreski","New York",40.843656,-72.631789,67,-5,"America/New_York"
"FRD","Friday Harbor Airport","Washington",48.521944,-123.024444,113,-8,"America/Los_Angeles"
"FRI","Marshall Aaf","Kansas",39.055275,-96.764453,1063,-6,"America/Chicago"
"FRN","Bryant Ahp","Alaska",61.266381,-149.653119,378,-9,"America/Anchorage"
"FRP","St Lucie County International Airport","Florida",27.497472,-80.372638,23,-5,"America/New_York"
"FSD","Sioux Falls","South Dakota",43.582014,-96.741914,1429,-6,"America/Chicago"
"FSI","Henry Post Aaf","Oklahoma",34.649833,-98.402167,1189,-6,"America/Chicago"
"FSM","Fort Smith Rgnl","Arkansas",35.336583,-94.367444,469,-6,"America/Chicago"
"FST","Fort Stockton Pecos Co","Texas",30.915667,-102.916139,3011,-6,"America/Chicago"
"FTK","Godman Aaf","Kentucky",37.907058,-85.972106,756,-5,"America/New_York"
"FTW","Fort Worth Meacham Intl","Texas",32.819778,-97.362444,710,-6,"America/Chicago"
"FTY","Fulton County Airport Brown Field","Georgia",33.7791,-84.5214,841,-5,"America/New_York"
"FUL","Fullerton Municipal Airport","California",33.521925,-117.584722,96,-8,"America/Los_Angeles"
"FWA","Fort Wayne","Indiana",40.978472,-85.195139,815,-5,"America/New_York"
"FXE","Fort Lauderdale Executive","Florida",26.197281,-80.170706,13,-5,"America/New_York"
"FYU","Fort Yukon","Alaska",66.571492,-145.250417,433,-9,"America/Anchorage"
"FYV","Drake Fld","Arkansas",36.005094,-94.170059,1251,-6,"America/Chicago"
"FZG","Fitzgerald Municipal Airport","Georgia",31.6839046,-83.2709036,365,-5,"America/New_York"
"FZI","Fostoria Metropolitan Airport","Ohio",41.1908333,-83.3930833,752,-5,"America/New_York"
"GAD","Northeast Alabama Regional Airport","Alabama",33.9726489,-86.0890834,569,-6,"America/Chicago"
"GAI","Montgomery County Airpark","Maryland",39.1006,-77.09576,0,-5,"America/New_York"
"GAL","Edward G Pitka Sr","Alaska",64.736178,-156.937417,152,-9,"America/Anchorage"
"GAM","Gambell Airport","Alaska",63.7668,-171.733,27,-9,"America/Anchorage"
"GBN","Great Bend Municipal","Kansas",38.344167,-98.859167,1887,-6,"America/Chicago"
"GCC","Gillette-Campbell County Airport","Wyoming",44.3489167,-105.5393611,4365,-7,"America/Denver"
"GCK","Garden City Rgnl","Kansas",37.927528,-100.724417,2891,-6,"America/Chicago"
"GCN","Grand Canyon National Park Airport","Arizona",35.9523611,-112.1469722,6609,-7,"America/Phoenix"
"GCW","Grand Canyon West Airport","Arizona",35.5925,-113.4859,4825,-7,"America/Phoenix"
"GDV","Dawson Community Airport","Montana",47.138611,-104.807222,749,-7,"America/Denver"
"GDW","Gladwin Zettel Memorial Airport","Michigan",43.9705893,-84.47502,774,-5,"America/New_York"
"GED","Sussex Co","Delaware",38.689194,-75.358889,50,-5,"America/New_York"
"GEG","Spokane Intl","Washington",47.619861,-117.533833,2376,-8,"America/Los_Angeles"
"GEU","Glendale Municipal Airport","Arizona",33.5269167,-112.2951389,1071,-7,"America/Phoenix"
"GFK","Grand Forks Intl","North Dakota",47.949256,-97.176111,845,-6,"America/Chicago"
"GFL","Floyd Bennett Memorial Airport","New York",43.341222,-73.610305,328,-5,"America/New_York"
"GGE","Georgetown County Airport","South Carolina",33.3114018,-79.3203139,40,-5,"America/New_York"
"GGG","East Texas Rgnl","Texas",32.384014,-94.711486,365,-6,"America/Chicago"
"GGW","Wokal Field Glasgow International Airport","Montana",48.2125,-106.615,2296,-7,"America/Denver"
"GHG","Marshfield Municipal Airport","Massachusetts",42.09825,-70.6721389,9,-5,"America/New_York"
"GIF","Gilbert Airport","Florida",28.062778,-81.753333,145,-5,"America/New_York"
"GJT","Grand Junction Regional","Colorado",39.122413,-108.526735,4858,-7,"America/Denver"
"GKN","Gulkana","Alaska",62.154888,-145.456639,1580,-9,"America/Anchorage"
"GKY","Arlington Municipal","Texas",32.6638611,-97.0942778,628,-6,"America/Chicago"
"GLD","Renner Fld","Kansas",39.370621,-101.698992,3656,-7,"America/Denver"
"GLH","Mid Delta Regional Airport","Mississippi",33.4829,-90.9856,131,-6,"America/Chicago"
"GLS","Scholes Intl At Galveston","Texas",29.265322,-94.860406,6,-6,"America/Chicago"
"GLV","Golovin Airport","Alaska",64.550556,-163.007222,59,-9,"America/Anchorage"
"GNT","Grants Milan Muni","New Mexico",35.167286,-107.901989,6537,-7,"America/Denver"
"GNU","Goodnews Airport","Alaska",59.1175,-161.5775,15,-9,"America/Anchorage"
"GNV","Gainesville Rgnl","Florida",29.690056,-82.271778,152,-5,"America/New_York"
"GON","Groton New London","Connecticut",41.330056,-72.045139,9,-5,"America/New_York"
"GPT","Gulfport-Biloxi","Mississippi",30.407278,-89.070111,28,-6,"America/Chicago"
"GPZ","Grand Rapids Itasca County","Minnesota",47.211111,-93.509722,413,-6,"America/Chicago"
"GQQ","Galion Municipal Airport","Ohio",40.7533889,-82.7238056,1224,-5,"America/New_York"
"GRB","Austin Straubel Intl","Wisconsin",44.485072,-88.129589,695,-6,"America/Chicago"
"GRF","Gray Aaf","Washington",47.079217,-122.580783,302,-8,"America/Los_Angeles"
"GRI","Central Nebraska Regional Airport","Nebraska",40.9675,-98.3096,1847,-6,"America/Chicago"
"GRK","Robert Gray Aaf","Texas",31.06725,-97.828917,1015,-6,"America/Chicago"
"GRM","Grand Marais Cook County Airport","Minnesota",47.8383333,-90.3829444,1799,-6,"America/Chicago"
"GRR","Gerald R Ford Intl","Michigan",42.880833,-85.522806,794,-5,"America/New_York"
"GSB","Seymour Johnson Afb","North Carolina",35.339383,-77.960589,110,-5,"America/New_York"
"GSO","Piedmont Triad","North Carolina",36.09775,-79.937306,925,-5,"America/New_York"
"GSP","Greenville-Spartanburg International","South Carolina",34.895556,-82.218889,964,-5,"America/New_York"
"GST","Gustavus Airport","Alaska",58.4253,-135.707,34,-9,"America/Anchorage"
"GTB","Wheeler Sack Aaf","New York",44.055619,-75.719458,690,-5,"America/New_York"
"GTF","Great Falls Intl","Montana",47.482,-111.370689,3677,-7,"America/Denver"
"GTR","Golden Triangle Regional Airport","Mississippi",33.450333,-88.591361,264,-6,"America/Chicago"
"GTU","Georgetown Municipal Airport","Texas",30.678809,-97.6793837,790,-6,"America/Chicago"
"GUC","Gunnison - Crested Butte","Colorado",38.533889,-106.933056,7678,-7,"America/Denver"
"GUP","Gallup Muni","New Mexico",35.511058,-108.789308,6472,-7,"America/Denver"
"GUS","Grissom Arb","Indiana",40.648094,-86.152119,812,-5,"America/New_York"
"GVL","Lee Gilmer Memorial Airport","Georgia",34.272627,-83.8302233,1276,-5,"America/New_York"
"GVQ","Genesee County Airport","New York",43.03175,-78.1696667,914,-5,"America/New_York"
"GVT","Majors","Texas",33.067839,-96.065333,535,-6,"America/Chicago"
"GWO","Greenwood Leflore","Mississippi",33.494328,-90.084706,162,-6,"America/Chicago"
"GYY","Gary Chicago International Airport","Indiana",41.6163,-87.4128,591,-6,"America/Chicago"
"HBG","Hattiesburg Bobby L. Chain Municipal Airport","Mississippi",31.2649444,-89.2528889,151,-6,"America/Chicago"
"HBR","Hobart Muni","Oklahoma",34.991308,-99.051353,1564,-6,"America/Chicago"
"HCC","Columbia County","New York",42.2913,-73.7103,198,-5,"America/New_York"
"HCR","Holy Cross Airport","Alaska",62.1883,-159.775,70,-9,"America/Anchorage"
"HDH","Dillingham","Hawaii",21.579475,-158.197281,14,-10,"Pacific/Honolulu"
"HDI","Hardwick Field Airport","Tennessee",35.2199994,-84.832369,874,-5,"America/New_York"
"HDN","Yampa Valley","Colorado",40.481181,-107.21766,6602,-7,"America/Denver"
"HDO","Hondo Municipal Airport","Texas",29.3591,-99.1775,930,-6,"America/Chicago"
"HFD","Hartford Brainard","Connecticut",41.736722,-72.649444,18,-5,"America/New_York"
"HGR","Hagerstown Regional Richard A Henson Field","Maryland",39.7079,-77.7295,704,-5,"America/New_York"
"HHH","Hilton Head","South Carolina",32.216,-80.752,10,-5,"America/New_York"
"HHI","Wheeler Aaf","Hawaii",21.4835,-158.039667,837,-10,"Pacific/Honolulu"
"HHR","Jack Northrop Fld Hawthorne Muni","California",33.922839,-118.335186,66,-8,"America/Los_Angeles"
"HIB","Chisholm Hibbing","Minnesota",47.3866,-92.838994,1353,-6,"America/Chicago"
"HIF","Hill Afb","Utah",41.123939,-111.973039,4789,-7,"America/Denver"
"HII","Lake Havasu City Airport","Arizona",34.5711111,-114.3582778,783,-7,"America/Phoenix"
"HIO","Portland Hillsboro","Oregon",45.540394,-122.949825,204,-8,"America/Los_Angeles"
"HKB","Healy River Airport","Alaska",63.8675,-148.968889,1263,-9,"America/Anchorage"
"HKY","Hickory Rgnl","North Carolina",35.741147,-81.38955,1189,-5,"America/New_York"
"HLG","Wheeling Ohio County Airport","West Virginia",40.175,-80.6463,1195,-5,"America/New_York"
"HLN","Helena Rgnl","Montana",46.606806,-111.98275,3877,-7,"America/Denver"
"HLR","Hood Aaf","Texas",31.138731,-97.714469,924,-6,"America/Chicago"
"HMN","Holloman Afb","New Mexico",32.852519,-106.106525,4093,-7,"America/Denver"
"HNH","Hoonah Airport","Alaska",58.096111,-135.409722,19,-9,"America/Anchorage"
"HNL","Honolulu Intl","Hawaii",21.318681,-157.922428,13,-10,"Pacific/Honolulu"
"HNM","Hana","Hawaii",20.795636,-156.014439,78,-10,"Pacific/Honolulu"
"HNS","Haines Airport","Alaska",59.2438,-135.524,15,-9,"America/Anchorage"
